respondent_id,Completed,Termination_Point,A1_purchased_snack,A2_gender,A3_age,A4_province,TV_Channel_A,TV_Channel_B,TV_Channel_C,TV_Channel_D,TV_Channel_E,A6_PotatoChips,A6_Popcorn,A6_Pretzels,A6_Chocolate,A6_GranolaBars,A6_FruitSlices,Exposed_Flag,B1_Unaided_BrandAwareness,B2_Aided_BrandAwareness,B2a_Overall_Impression,B3_Familiarity_BrandX,B4_Consideration_BrandX,B5_Recommendation_BrandX,C1_Ad_Recall_Pre,C2_Ad_Source,C3_Ad_Recall_Post,C4_Ad_Enjoyment,C5_Ad_Attitudes,C6_Key_Message_Unaided,C7_Key_Message_Aided,D1_Grocery_Shopper_Role,D2_Snack_Purchase_Frequency,D3_Weekly_Snack_Spend,D4_Employment_Status,D5_Education_Level,D6_Marital_Status,D7_Children,D8_Children_Age,D9_Community_Type,D10_Household_Income,Completion_Time
525,1,Completed,1,2,5,Quebec,5,5,4,5,4,2,4,2,4,2,3,0,Lays,"1, 4, 7","Brand X:3, Ruffles:9, Herr's:8",4,5,8,,,,,,,,1,1,2,6,1,2,2,,2,3,31.4
376,1,Completed,1,2,6,Ontario,2,2,5,2,1,2,4,3,2,1,3,1,"BrandX, Zapps","2, 4, 5, 6","Lay's:5, Ruffles:5, Utz:6, Kettle Brand:5",3,5,10,1,7,1,4,"4, 4, 2, 3, 2, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,7,2,3,1,1,1,1,2,,1,3,26.2
148,1,Completed,1,2,5,British Columbia,3,3,2,4,4,3,2,2,4,4,1,1,"CapeCod, BrandX","1, 2, 7","Brand X:1, Lay's:2, Herr's:6",5,5,9,1,2,1,2,"1, 4, 1, 5, 3, 4",Not very memorable,1,1,3,1,6,3,2,1,"1, 2",1,3,44.1
462,1,Completed,1,2,1,Manitoba,2,1,4,4,4,2,3,3,3,3,1,1,"Cheetos, SunChips, BrandX","2, 4, 5, 8","Lay's:2, Ruffles:8, Utz:9, Other:10",4,4,8,1,6,1,3,"2, 4, 4, 5, 4, 4",Not very memorable,6,1,1,3,1,3,1,2,,1,2,26.9
822,1,Completed,1,1,1,Nova Scotia,5,5,5,1,5,2,1,3,1,3,4,0,"Fritos, Herrs","2, 5, 6","Lay's:6, Utz:8, Kettle Brand:5",4,4,7,,,,,,,,2,3,4,2,1,3,2,,1,3,23.9
346,1,Completed,1,2,3,British Columbia,2,2,1,2,5,4,3,3,1,1,2,1,"MissVickie, BrandX","1, 3, 5","Brand X:7, Pringles:8, Utz:2",5,5,8,1,9,1,3,"5, 4, 4, 5, 5, 5",Too repetitive for my taste,3,1,1,1,1,2,1,2,,3,2,44.1
253,1,Completed,1,1,6,Alberta,5,1,4,5,1,4,3,2,2,2,2,1,BrandX,"1, 5, 6","Brand X:9, Utz:9, Kettle Brand:2",5,5,9,1,1,1,5,"3, 5, 5, 3, 5, 3","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",5,1,2,1,1,4,1,2,,2,2,29.2
716,1,Completed,1,1,5,Quebec,5,5,3,2,3,2,2,4,3,2,3,0,"Cheetos, Funyuns","4, 5, 7","Ruffles:8, Utz:6, Herr's:5",3,4,6,,,,,,,,1,5,4,1,2,2,2,,2,2,13.2
864,1,Completed,1,2,6,Ontario,5,5,3,5,1,1,2,2,2,3,3,0,PopChips,"1, 5, 7","Brand X:3, Utz:2, Herr's:3",3,3,6,,,,,,,,1,2,2,3,3,1,2,,1,4,17.2
267,1,Completed,1,1,2,Quebec,3,4,3,2,2,2,4,3,4,3,3,1,"BrandX, CapeCod","1, 2, 3, 5","Brand X:6, Lay's:3, Pringles:8, Utz:2",5,5,8,1,9,1,3,"5, 4, 4, 5, 2, 4",I found it somewhat boring,2,1,2,1,8,2,2,1,2,1,1,21.4
917,1,Completed,1,2,6,Alberta,5,5,4,2,5,2,4,1,1,1,3,0,KettleChip,"3, 4","Pringles:3, Ruffles:1",5,5,8,,,,,,,,1,2,1,5,3,2,2,,1,2,44.1
980,1,Completed,1,2,6,Ontario,5,5,3,4,1,2,2,1,4,1,2,0,"Hawaiian, OnionRings, Doritos","2, 6, 7","Lay's:2, Kettle Brand:4, Herr's:3",2,2,3,,,,,,,,1,3,1,1,3,1,1,"1, 2, 4",1,3,29.8
499,1,Completed,1,2,4,Ontario,1,3,1,1,2,3,1,2,4,3,4,1,BrandX,"1, 2, 4","Brand X:6, Lay's:3, Ruffles:6",4,5,7,1,4,1,5,"4, 5, 4, 5, 5, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,3,1,2,1,1,1,2,2,,1,6,17.7
357,1,Completed,1,1,6,Ontario,2,1,1,2,5,3,4,4,4,3,2,1,"Smartfood, BrandX","1, 5","Brand X:7, Utz:3",5,5,9,1,3,1,4,"5, 3, 5, 5, 5, 5",The ad was entertaining and memorable,1,1,2,2,5,1,2,1,3,1,2,12.9
8,1,Completed,1,1,2,Ontario,3,2,4,1,4,4,2,4,3,1,1,1,"CapeCod, Ranchritos","3, 4","Pringles:3, Ruffles:1",3,5,8,1,4,1,5,"3, 5, 3, 4, 5, 3",It made me think of fun snacking moments,2,1,1,1,1,2,1,1,1,1,4,17
99,1,Completed,1,2,6,British Columbia,1,4,5,4,4,4,4,3,2,3,3,1,BrandX,"1, 4, 5","Brand X:1, Ruffles:7, Utz:3",5,5,10,2,,3,5,"5, 5, 3, 4, 5, 4",Loved the upbeat feel and the emphasis on quality ingredients,1,2,3,1,4,2,1,2,,1,4,31
935,1,Completed,1,2,1,British Columbia,5,5,4,3,2,4,3,2,1,3,3,0,"Wise, Utz","2, 3","Lay's:8, Pringles:1",2,3,5,,,,,,,,2,4,2,2,1,4,2,,1,1,43.2
877,1,Completed,1,1,2,Alberta,5,5,2,1,2,3,4,4,1,2,2,0,KettleChip,"1, 6, 7","Brand X:3, Kettle Brand:4, Herr's:5",4,4,7,,,,,,,,2,2,2,1,2,1,1,"2, 4",1,2,40.3
768,1,Completed,1,1,3,Alberta,5,5,5,4,2,4,2,1,4,3,3,0,Wise,"2, 7","Lay's:1, Herr's:2",2,3,7,,,,,,,,2,2,1,5,2,5,2,,2,2,12.8
964,1,Completed,1,1,1,British Columbia,5,5,1,5,4,3,1,3,2,2,2,0,SunChips,"2, 4, 5","Lay's:6, Ruffles:9, Utz:7",4,4,6,,,,,,,,1,2,6,1,2,1,1,2,1,2,28.2
337,1,Completed,1,2,1,Quebec,1,5,3,5,1,4,1,3,1,1,1,1,"PopChips, Funyuns","1, 3, 5","Brand X:9, Pringles:1, Utz:5",4,5,9,1,9,1,3,"3, 1, 4, 4, 3, 4",Too repetitive for my taste,1,1,1,2,4,2,2,1,"1, 3",1,2,21.2
685,1,Completed,1,1,4,Ontario,5,5,5,1,2,3,1,2,3,2,2,0,"Utz, CapeCod","1, 3, 5, 8","Brand X:10, Pringles:9, Utz:9, Other:4",5,5,7,,,,,,,,3,3,3,5,2,2,2,,3,7,5.8
135,1,Completed,1,2,6,New Brunswick,4,4,4,2,2,2,2,4,2,4,3,1,"Krunchers, Cheetos, Lays","3, 5, 6","Pringles:2, Utz:10, Kettle Brand:7",5,5,8,1,8,1,5,"5, 4, 5, 5, 3, 1",The ad was entertaining and memorable,1,1,2,1,6,3,3,1,"2, 4",1,3,8.8
2015,1,Completed,1,1,1,Ontario,5,5,1,5,2,4,1,1,3,3,3,0,"Takis, PopChips","1, 4, 5","Brand X:5, Ruffles:7, Utz:4",3,3,6,,,,,,,,1,1,2,6,3,2,1,3,1,1,1.7
869,1,Completed,1,1,5,Ontario,5,5,4,3,4,3,2,1,1,1,3,0,"BrandX, Bugles","4, 5","Ruffles:9, Utz:1",5,5,6,,,,,,,,1,2,1,1,1,5,2,,1,1,15.3
671,1,Completed,1,2,6,Quebec,5,5,4,1,1,3,3,3,4,2,2,0,"Ruffles, CapeCod, Fritos","3, 6, 7","Pringles:6, Kettle Brand:9, Herr's:5",4,5,6,,,,,,,,1,2,2,1,3,2,1,3,1,6,14.1
104,1,Completed,1,2,2,Ontario,2,4,4,5,5,2,2,3,3,2,2,1,"OnionRings, PopChips","2, 5","Lay's:3, Utz:4",2,5,8,1,1,1,4,"4, 5, 5, 5, 5, 5",It made me think of fun snacking moments,6,1,2,1,2,3,2,1,2,1,3,5.8
779,1,Completed,1,2,1,Ontario,5,5,1,1,1,2,2,3,3,4,1,0,Lays,"1, 2, 6, 7","Brand X:2, Lay's:6, Kettle Brand:5, Herr's:9",2,5,7,,,,,,,,1,2,1,1,2,1,2,,1,1,30.8
470,1,Completed,1,1,3,Ontario,4,2,1,1,4,3,4,2,2,1,3,1,"SunChips, PopChips","1, 2, 7, 8","Brand X:6, Lay's:6, Herr's:4, Other:2",5,5,8,1,9,1,5,"5, 5, 4, 5, 5, 5",It made me think of fun snacking moments,1,1,2,2,1,3,2,1,"2, 4",1,2,21.8
513,1,Completed,1,2,6,Alberta,5,5,3,1,3,2,3,3,2,2,3,0,Doritos,"2, 5, 6, 7","Lay's:10, Utz:1, Kettle Brand:5, Herr's:6",4,4,6,,,,,,,,1,1,1,1,2,1,2,,1,3,43.6
776,1,Completed,1,1,6,Ontario,5,5,3,2,4,2,3,2,4,1,4,0,"Funyuns, Cheetos","1, 2, 5","Brand X:6, Lay's:4, Utz:10",4,4,8,,,,,,,,1,1,1,1,2,2,2,,1,2,6.2
3022,0,A6,1,1,2,Nunavut,5,5,1,1,2,5,5,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,4.8
317,1,Completed,1,2,1,Ontario,1,3,4,4,4,1,2,4,2,1,3,1,"Zapps, Smartfood","3, 6, 7","Pringles:8, Kettle Brand:10, Herr's:2",5,5,8,1,8,1,5,"5, 4, 4, 5, 3, 5",The ad was entertaining and memorable,1,1,4,2,6,3,1,2,,1,1,30.7
454,1,Completed,1,2,2,Nova Scotia,5,3,1,3,5,2,1,4,1,1,4,1,BrandX,"1, 6, 7","Brand X:2, Kettle Brand:9, Herr's:6",4,5,8,2,,2,5,"5, 5, 5, 5, 5, 2",The ad was entertaining and memorable,2,2,4,3,1,4,3,2,,1,2,21.7
790,1,Completed,1,2,5,New Brunswick,5,5,2,2,3,2,3,4,3,3,2,0,"Popcorners, BrandX","1, 2","Brand X:7, Lay's:9",2,4,7,,,,,,,,1,1,1,1,1,2,1,"1, 3",1,4,31.3
547,1,Completed,1,2,5,Ontario,5,5,3,4,2,2,2,2,3,2,3,0,Doritos,"2, 4, 5, 7","Lay's:7, Ruffles:9, Utz:2, Herr's:7",5,5,7,,,,,,,,1,1,2,5,1,1,2,,2,4,43.7
713,1,Completed,1,2,1,Quebec,5,5,1,4,1,1,1,3,4,4,2,0,"Doritos, Popcorners","2, 4, 6","Lay's:5, Ruffles:2, Kettle Brand:7",3,4,6,,,,,,,,2,3,1,1,2,2,1,"1, 2, 3",1,2,7.2
464,1,Completed,1,2,6,Alberta,1,2,3,4,2,3,3,3,4,4,3,1,"Utz, Cheetos","1, 5, 6","Brand X:9, Utz:5, Kettle Brand:10",2,5,8,1,2,1,5,"2, 4, 5, 5, 5, 3",The ad was entertaining and memorable,3,1,1,2,4,3,2,1,"1, 2, 3",1,1,10.1
3032,0,A6,1,1,6,Quebec,2,2,4,2,1,5,5,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,12.7
668,1,Completed,1,2,3,Quebec,5,5,1,3,3,3,1,2,4,2,2,0,"Munchies, Lays","3, 5, 7","Pringles:6, Utz:5, Herr's:2",5,5,8,,,,,,,,2,2,1,5,2,1,1,"1, 4",1,1,38.7
615,1,Completed,1,2,6,Quebec,5,5,5,1,5,3,3,1,3,2,3,0,"Bugles, OnionRings","4, 6","Ruffles:3, Kettle Brand:5",5,5,7,,,,,,,,1,2,1,1,4,1,1,"1, 2, 3",1,3,22.9
724,1,Completed,1,2,6,Quebec,5,5,1,5,3,3,1,3,4,3,4,0,"Takis, Popcorners","1, 2, 3, 6, 8","Brand X:7, Lay's:2, Pringles:9, Kettle Brand:8, Other:3",4,4,7,,,,,,,,2,2,2,2,3,3,2,,1,1,25.5
742,1,Completed,1,2,2,Alberta,5,5,2,4,1,1,1,2,2,2,3,0,"Ruffles, Doritos, Pringles","1, 2, 4, 5","Brand X:6, Lay's:3, Ruffles:8, Utz:4",5,5,9,,,,,,,,1,2,2,5,1,1,1,3,2,2,37.1
694,1,Completed,1,2,4,Nunavut,5,5,3,1,5,4,2,3,3,2,3,0,ChexMix,"3, 4, 5, 7","Pringles:3, Ruffles:6, Utz:7, Herr's:8",2,5,7,,,,,,,,2,1,6,5,1,2,1,4,1,5,27.4
855,1,Completed,1,2,1,Ontario,5,5,1,2,1,2,1,2,3,3,3,0,"Lays, Bugles, MissVickie","1, 3, 4, 7","Brand X:9, Pringles:6, Ruffles:2, Herr's:9",5,5,8,,,,,,,,1,2,1,1,2,2,2,,1,5,31.6
463,1,Completed,1,2,4,Ontario,3,4,1,3,4,3,3,2,2,2,2,1,"Pringles, BrandX, CapeCod","2, 3, 7","Lay's:10, Pringles:4, Herr's:9",5,5,8,2,,2,5,"5, 5, 5, 5, 2, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,3,4,4,1,1,2,1,"1, 3, 4",2,2,35.3
91,1,Completed,1,2,3,Quebec,1,2,1,3,4,1,3,3,4,1,4,1,BrandX,"5, 6","Utz:4, Kettle Brand:3",5,5,8,1,2,1,5,"5, 5, 4, 5, 2, 2",Loved the upbeat feel and the emphasis on quality ingredients,2,3,3,4,2,2,2,2,,1,6,15.8
600,1,Completed,1,1,2,Quebec,5,5,3,3,2,3,2,4,1,2,4,0,"Smartfood, Bugles","1, 2, 6, 7, 8","Brand X:3, Lay's:4, Kettle Brand:5, Herr's:2, Other:3",4,5,8,,,,,,,,2,2,3,2,2,2,2,,1,2,39.9
839,1,Completed,1,1,3,Ontario,5,5,1,2,3,4,1,2,3,3,4,0,"Zapps, Smartfood","4, 6","Ruffles:9, Kettle Brand:1",4,4,7,,,,,,,,3,1,2,5,1,2,1,2,2,5,35.4
712,1,Completed,1,1,5,Ontario,5,5,3,3,5,2,3,2,3,4,1,0,Doritos,"1, 4, 5","Brand X:10, Ruffles:4, Utz:5",2,2,6,,,,,,,,1,6,2,1,3,2,2,,1,4,29.9
230,1,Completed,1,2,2,Quebec,1,3,2,4,5,3,3,4,2,2,1,1,"BrandX, PakiChips, MissVickie","1, 2, 4, 7","Brand X:3, Lay's:3, Ruffles:4, Herr's:7",5,5,8,2,,2,5,"5, 5, 5, 5, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",2,1,2,2,1,1,2,1,2,1,4,11.6
3037,0,A6,1,2,6,Ontario,5,5,1,3,4,5,5,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,23.6
986,1,Completed,1,1,1,Quebec,5,5,2,2,2,3,3,4,1,1,3,0,Pringles,"2, 4, 5, 6","Lay's:9, Ruffles:2, Utz:9, Kettle Brand:9",5,5,7,,,,,,,,1,1,2,1,2,1,1,"2, 4",1,7,18.9
329,1,Completed,1,2,3,Ontario,3,2,2,4,2,3,3,4,2,1,1,1,"ChexMix, SunChips, Smartfood","5, 6, 7","Utz:10, Kettle Brand:9, Herr's:4",5,5,8,1,3,1,5,"4, 5, 3, 4, 4, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,2,1,4,2,7,2,2,2,,2,3,11
280,1,Completed,1,1,5,Ontario,1,2,1,3,1,2,2,4,3,4,4,1,BrandX,"1, 2, 3, 4","Brand X:8, Lay's:2, Pringles:5, Ruffles:6",5,5,8,1,9,1,3,"4, 5, 3, 5, 4, 4",Too repetitive for my taste,3,2,2,2,8,1,1,2,,1,3,6.6
970,1,Completed,1,1,2,Ontario,5,5,5,2,2,2,4,3,2,1,2,0,"Lays, Cheetos","3, 4, 7","Pringles:4, Ruffles:8, Herr's:4",5,5,6,,,,,,,,2,3,2,5,4,2,1,"1, 2",2,1,9
132,1,Completed,1,1,4,Ontario,3,1,5,5,2,4,4,2,2,2,2,1,"BhujaSnax, Ruffles, Munchies","1, 4, 5, 6","Brand X:3, Ruffles:6, Utz:8, Kettle Brand:10",4,5,8,1,5,1,2,"4, 4, 4, 4, 5, 3",I found it somewhat boring,3,1,5,2,1,2,2,1,"2, 4",1,3,27
261,1,Completed,1,1,2,British Columbia,3,3,1,4,4,4,3,2,1,3,2,1,"PakiChips, Fritos, Takis","5, 6","Utz:7, Kettle Brand:3",5,5,8,2,,1,5,"4, 4, 5, 5, 1, 5",Good visuals and appealing soundtrack,5,1,2,2,1,3,2,1,"1, 3",1,1,31.4
157,1,Completed,1,1,6,Ontario,2,3,3,4,1,4,1,4,2,4,2,1,"Popcorners, BrandX, BhujaSnax","1, 3","Brand X:6, Pringles:6",5,5,9,1,4,1,4,"1, 5, 5, 5, 3, 5",Really enjoyed the ad and the message of fresh flavors,3,2,2,1,1,5,4,1,"3, 4",1,5,31
925,1,Completed,1,2,4,Alberta,5,5,2,4,5,1,4,2,1,4,2,0,"Lays, Hawaiian, Pringles","2, 4","Lay's:8, Ruffles:7",5,5,7,,,,,,,,1,4,2,6,3,1,2,,1,1,27.1
373,1,Completed,1,2,4,Saskatchewan,4,5,3,1,1,4,1,2,1,3,1,1,"Tims, BrandX","3, 5, 7","Pringles:4, Utz:8, Herr's:6",5,5,10,1,6,1,4,"5, 5, 4, 4, 3, 5",The ad was entertaining and memorable,4,1,2,1,1,2,2,1,3,1,2,3.7
526,1,Completed,1,1,6,Ontario,5,5,1,4,4,1,3,2,3,2,4,0,Popcorners,"4, 5, 6","Ruffles:3, Utz:7, Kettle Brand:8",2,2,6,,,,,,,,2,2,2,6,3,2,1,4,1,6,8.4
419,1,Completed,1,1,5,Ontario,4,1,5,5,1,3,3,4,3,2,2,1,"Pringles, Lays","2, 7","Lay's:2, Herr's:2",5,5,8,1,6,1,5,"5, 3, 3, 4, 4, 5",It made me think of fun snacking moments,1,1,2,1,5,1,3,2,,1,7,38
529,1,Completed,1,2,5,Quebec,5,5,2,2,4,3,2,1,4,2,2,0,Munchies,"2, 4, 5, 7","Lay's:7, Ruffles:4, Utz:6, Herr's:7",4,5,6,,,,,,,,1,2,1,1,3,1,2,,3,2,33.1
581,1,Completed,1,1,2,Ontario,5,5,1,5,3,4,2,4,3,2,3,0,"PakiChips, Zapps, Munchies","1, 2","Brand X:9, Lay's:8",4,4,5,,,,,,,,1,1,1,1,2,2,2,,3,4,24.5
354,1,Completed,1,1,3,Ontario,4,1,2,4,5,2,2,4,2,1,2,1,Popcorners,"1, 2, 5, 7","Brand X:5, Lay's:9, Utz:9, Herr's:8",3,5,8,1,5,1,5,"5, 4, 4, 3, 5, 5",Good visuals and appealing soundtrack,1,1,2,2,2,1,1,1,2,3,5,26.5
380,1,Completed,1,2,5,Quebec,2,2,2,2,2,3,2,2,4,4,2,1,Cheetos,"2, 3, 4","Lay's:1, Pringles:2, Ruffles:1",4,5,8,1,6,1,4,"5, 3, 4, 5, 5, 3","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",5,1,2,1,2,1,2,1,2,1,3,32.2
115,1,Completed,1,1,3,Alberta,4,1,5,4,5,3,1,3,4,3,3,1,BrandX,"2, 4, 6","Lay's:5, Ruffles:2, Kettle Brand:4",5,5,9,1,6,1,5,"5, 4, 4, 5, 4, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,7,1,2,6,1,1,2,2,,1,6,25.3
775,1,Completed,1,2,1,Manitoba,5,5,3,3,4,4,1,1,3,4,1,0,"MissVickie, CapeCod, PopChips","1, 2, 3, 5","Brand X:4, Lay's:6, Pringles:3, Utz:2",4,5,4,,,,,,,,1,1,3,1,3,5,2,,3,4,18.6
761,1,Completed,1,2,3,British Columbia,5,5,3,1,5,2,3,3,4,3,3,0,"Ruffles, Lays, Ruffles","2, 3, 5","Lay's:3, Pringles:9, Utz:9",3,4,9,,,,,,,,1,1,1,2,3,1,2,,3,3,43.1
856,1,Completed,1,2,2,Ontario,5,5,3,3,1,1,4,4,3,4,4,0,"Doritos, Ruffles","1, 4","Brand X:4, Ruffles:7",3,3,6,,,,,,,,1,1,3,1,2,1,2,,1,5,41.4
247,1,Completed,1,1,2,Quebec,3,2,2,3,3,3,2,2,4,2,2,1,BrandX,"3, 5, 6, 7","Pringles:9, Utz:5, Kettle Brand:8, Herr's:6",5,5,9,1,9,1,5,"3, 4, 4, 3, 3, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,2,2,1,4,2,1,"1, 3",2,3,27.1
907,1,Completed,1,1,3,Alberta,5,5,2,4,2,2,3,2,2,3,2,0,"Cheetos, OnionRings, Ranchritos","6, 7","Kettle Brand:7, Herr's:2",3,3,7,,,,,,,,1,2,2,5,2,3,1,2,1,1,37
493,1,Completed,1,2,5,New Brunswick,2,5,1,4,4,2,2,3,2,3,4,1,"BrandX, Tims","3, 6, 7","Pringles:5, Kettle Brand:1, Herr's:10",5,5,9,1,4,1,5,"4, 5, 4, 2, 3, 2",It made me think of fun snacking moments,4,1,2,3,1,3,2,2,,1,3,28.6
774,1,Completed,1,2,6,Quebec,5,5,2,5,3,4,4,4,3,2,4,0,"Ranchritos, KettleChip","2, 5","Lay's:5, Utz:9",2,4,8,,,,,,,,3,4,1,1,2,2,1,2,1,1,37.4
245,1,Completed,1,2,1,Quebec,3,3,5,2,2,1,3,4,2,2,2,1,"Krunchers, Takis","1, 5, 6","Brand X:8, Utz:6, Kettle Brand:4",5,5,8,2,,2,5,"2, 4, 3, 4, 5, 5",Great taste and crunch,7,2,4,4,5,3,4,2,,1,2,28.4
321,1,Completed,1,2,6,Alberta,4,4,3,4,4,3,2,2,1,1,3,1,Bugles,"2, 3, 6, 7","Lay's:5, Pringles:10, Kettle Brand:8, Herr's:5",4,5,7,1,5,1,5,"5, 3, 5, 5, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,7,2,4,2,2,3,1,2,,1,2,38.8
42,1,Completed,1,2,5,Alberta,3,5,1,4,2,3,2,4,3,3,3,1,"Smartfood, BrandX","2, 5","Lay's:8, Utz:9",5,5,9,1,6,1,5,"5, 5, 4, 4, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",3,1,2,6,1,4,1,2,,1,1,20.8
800,1,Completed,1,1,4,Quebec,5,5,5,3,4,1,2,1,1,2,2,0,"Doritos, Ruffles","4, 6, 7","Ruffles:7, Kettle Brand:9, Herr's:8",5,5,6,,,,,,,,1,1,2,1,1,2,1,3,1,2,22.9
723,1,Completed,1,1,3,Quebec,5,5,2,5,2,4,4,3,4,2,2,0,"Tims, SunChips","2, 4, 6, 8","Lay's:8, Ruffles:1, Kettle Brand:6, Other:5",4,5,7,,,,,,,,1,1,1,2,3,1,2,,3,3,7.5
871,1,Completed,1,1,4,Ontario,5,5,4,3,4,2,2,4,2,2,4,0,Pringles,"2, 3, 5, 6","Lay's:1, Pringles:9, Utz:9, Kettle Brand:10",3,4,6,,,,,,,,2,2,2,5,3,1,1,1,2,3,5.8
568,1,Completed,1,1,6,Quebec,5,5,3,1,4,3,4,2,3,2,1,0,BrandX,"3, 4","Pringles:6, Ruffles:6",5,5,8,,,,,,,,1,2,1,1,2,2,2,,1,3,16.9
705,1,Completed,1,2,2,Ontario,5,5,4,3,2,2,3,2,1,3,1,0,"Wise, KettleChip, Cheetos","2, 5","Lay's:9, Utz:1",5,5,10,,,,,,,,1,2,2,6,3,2,2,,1,2,32.2
6,1,Completed,1,2,3,Ontario,5,1,3,4,5,3,4,3,4,3,3,1,BrandX,"2, 4, 5, 7","Lay's:1, Ruffles:9, Utz:7, Herr's:9",5,5,7,1,5,1,4,"3, 5, 5, 5, 5, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,7,1,2,1,2,1,2,1,4,1,3,33.4
293,1,Completed,1,2,2,Quebec,3,1,1,1,5,2,4,2,3,4,1,1,"Cheetos, Smartfood","1, 3, 5","Brand X:8, Pringles:3, Utz:2",4,5,9,1,1,1,5,"5, 2, 5, 5, 3, 5",Good visuals and appealing soundtrack,1,1,4,1,5,2,2,1,1,1,1,35.5
899,1,Completed,1,1,2,Ontario,5,5,5,3,1,4,2,4,3,3,2,0,"Krunchers, Cheetos","1, 3, 6, 7","Brand X:3, Pringles:8, Kettle Brand:3, Herr's:7",4,5,7,,,,,,,,2,1,1,2,3,2,1,3,3,1,8.6
304,1,Completed,1,2,1,Quebec,2,4,3,1,3,2,3,2,4,3,2,1,BrandX,"4, 5, 6","Ruffles:8, Utz:8, Kettle Brand:10",4,5,8,1,2,1,1,"4, 2, 3, 4, 4, 4",Too repetitive for my taste,1,1,1,1,1,1,3,1,3,1,4,36.3
997,1,Completed,1,2,3,Ontario,5,5,2,1,4,3,4,1,2,4,2,0,"Fritos, Pringles","3, 5, 6","Pringles:4, Utz:9, Kettle Brand:7",4,4,6,,,,,,,,1,1,1,3,1,1,1,"1, 3, 4",1,1,18.8
818,1,Completed,1,2,2,Quebec,5,5,2,3,3,4,2,3,3,4,4,0,"OnionRings, Wise","5, 6, 7","Utz:5, Kettle Brand:8, Herr's:1",3,5,8,,,,,,,,1,3,1,6,3,1,1,2,2,7,39.5
960,1,Completed,1,2,1,British Columbia,5,5,4,1,4,3,4,2,3,2,2,0,Pringles,"2, 3, 4","Lay's:8, Pringles:5, Ruffles:3",5,5,8,,,,,,,,1,1,2,1,3,1,1,"1, 3, 4",1,4,43.8
19,1,Completed,1,2,2,Quebec,3,3,1,2,3,1,3,1,1,3,1,1,"BrandX, Pringles","2, 7","Lay's:7, Herr's:4",5,5,9,2,,1,4,"5, 3, 5, 3, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,2,1,2,2,2,2,,2,5,7.9
271,1,Completed,1,2,4,British Columbia,1,3,2,1,3,2,2,1,4,1,3,1,"Cheetos, Ruffles, Krunchers","1, 2, 5, 7","Brand X:9, Lay's:8, Utz:8, Herr's:4",5,5,8,1,3,1,5,"5, 5, 4, 2, 5, 5",Great taste and crunch,7,1,2,1,5,1,3,2,,1,5,29.5
709,1,Completed,1,2,5,Alberta,5,5,3,3,5,2,1,4,1,3,4,0,Utz,"1, 3, 7","Brand X:6, Pringles:7, Herr's:7",4,5,7,,,,,,,,1,4,2,2,2,1,1,3,1,3,13.6
962,1,Completed,1,1,2,Alberta,5,5,3,4,2,2,3,3,4,4,4,0,"BhujaSnax, Bugles","4, 6","Ruffles:5, Kettle Brand:2",4,5,6,,,,,,,,1,1,1,7,2,2,2,,1,3,6.8
3017,0,A6,1,1,3,Quebec,5,1,4,5,4,5,5,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,17
189,1,Completed,1,1,5,British Columbia,1,3,2,2,5,2,1,2,3,3,2,1,"KettleChip, OnionRings","5, 6, 7","Utz:1, Kettle Brand:9, Herr's:7",5,5,9,2,,1,4,"5, 1, 3, 5, 2, 5",Really enjoyed the ad and the message of fresh flavors,3,3,3,4,7,1,1,2,,1,4,23.6
672,1,Completed,1,2,5,Alberta,5,5,2,5,3,2,1,3,3,1,3,0,"PakiChips, CapeCod, Pringles","1, 4, 5, 7","Brand X:1, Ruffles:8, Utz:8, Herr's:10",2,4,6,,,,,,,,1,2,2,1,1,2,1,"3, 4",1,3,34.5
